city,state,country,latitude,longitude,population,msa,cluster,pred-MSA
crumlin,leinster,ireland,53.32154,-6.31439,11294,,77,dublin-tallaght leinster msa
contoocook,new hampshire,united states,43.22202,-71.71397,1444,NH NONMETROPOLITAN AREA,79,boston-south boston-worcester massachusetts msa
blokhus,north denmark,denmark,57.24797,9.58971,501,,81,aalborg north denmark msa
henley,new south wales,australia,-33.84335,151.13557,460,,12,sydney new south wales msa
broadway,england,united kingdom,52.03825,-1.86079,2540,,18,london-manchester-birstall england-manchester-leicester msa
landen,flanders,belgium,50.75267,5.082,14458,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
sai kung,sai kung,china,22.38333,114.26667,35800,,84,shenzhen-hong kong-kowloon guangdong-central and western-kowloon city msa
bank,north rhine westphalia,germany,50.8294,6.0697,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
menands,new york,united states,42.69202,-73.72456,3998,,53,albany-schenectady new york msa
littlestown,pennsylvania,united states,39.74454,-77.08804,4478,PA NONMETROPOLITAN AREA,0,new york city-brooklyn-queens new york msa
sanlucar la mayor,andalusia,spain,37.38758,-6.20346,12749,,93,sevilla-dos hermanas-alcala de guadaira andalusia msa
sirnach,thurgau,switzerland,47.46222,8.99763,6463,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
whetstone,leicestershire,united kingdom,52.5724,-1.1799,6556,,18,london-manchester-birstall england-manchester-leicester msa
acambaro,guanajuato,mexico,20.03085,-100.72194,57972,,95,acambaro guanajuato msa
ballston,virginia,united states,38.8801,-77.1139,0,,0,new york city-brooklyn-queens new york msa
adma,mont liban,lebanon,34.0228,35.6419,0,,100,beyrouth-beirut-jounieh beyrouth-mont liban msa
purwodadi,central java,indonesia,-7.0868,110.9158,150206,,102,purwodadi central java msa
malvik,trøndelag,norway,63.43333,10.68333,6419,,104,trondheim trøndelag msa
sanepa,banten,indonesia,-6.3106,106.3083,0,,105,rangkasbitung-pandeglang banten msa
cisterna,campania,italy,41.19201,14.27772,88,,106,naples-salerno-torre del greco campania msa
jægerspris,capital region,denmark,55.85248,11.98565,4043,,107,copenhagen-frederiksberg capital region msa
koudekerke,zeeland,netherlands,51.48167,3.55417,2880,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
vlezenbeek,flanders,belgium,50.80778,4.23197,3377,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
gravellona toce,piedmont,italy,45.92859,8.43209,7077,,22,milan-verona-padova lombardy-veneto msa
hoegaarden,flanders,belgium,50.7756,4.88952,3226,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
manurewa,auckland,new zealand,-37.0182,174.88019,19236,,111,auckland-manukau city-north shore auckland msa
westville,new jersey,united states,39.86789,-75.13156,4224,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
homebase,sulawesi tenggara,indonesia,-4.0282,122.4918,0,,112,kendari southeast sulawesi msa
linne,limburg,netherlands,51.155,5.93889,3645,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
les gets,auvergne rhone alpes,france,46.15522,6.66492,1331,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
moncure,north carolina,united states,35.62265,-79.07835,711,Durham NC MSA,115,raleigh-cary north carolina msa
byfield,massachusetts,united states,42.7598,-70.9481,0,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
kingston,new hampshire,united states,42.93648,-71.05339,6225,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
govan,glasgow city,united kingdom,55.8615,-4.3083,5860,,10,glasgow-edinburgh-dundee scotland msa
thousand palms,california,united states,33.82002,-116.39029,7715,Riverside-San Bernardino-Ontario CA MSA,119,indio-cathedral city-palm desert california msa
borden,england,united kingdom,51.33426,0.70038,741,,18,london-manchester-birstall england-manchester-leicester msa
reghaia,algiers,algeria,36.73587,3.34018,54962,,121,algiers-bab ezzouar-blida algiers-blida msa
donnybrook,leinster,ireland,53.31375,-6.22274,10645,,77,dublin-tallaght leinster msa
scarborough,queensland,australia,-27.20118,153.10939,8605,,122,brisbane-gold coast-logan city queensland msa
woodville,leicestershire,united kingdom,52.769,-1.533,5161,,18,london-manchester-birstall england-manchester-leicester msa
malmesbury,wiltshire,united kingdom,51.584,-2.098,5380,,18,london-manchester-birstall england-manchester-leicester msa
kromeriz,zlin,czechia,49.29785,17.39312,29126,,124,zlin zlin msa
betheny,grand est,france,49.28498,4.05495,6002,,125,reims grand est msa
ruschlikon,zurich,switzerland,47.30688,8.55135,4653,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
muurame,central finland,finland,62.13333,25.66667,8826,,129,jyvaskyla central finland msa
stabekk,oslo,norway,59.9075,10.6056,0,,132,oslo-drammen oslo-viken msa
sylvia park,california,united states,34.115,-118.5818,0,,133,los angeles-long beach-anaheim california msa
silvi,abruzzo,italy,42.54984,14.11759,12551,,134,pescara abruzzo msa
slupsk,pomorskie,poland,54.4667,17.0333,0,,135,słupsk pomerania msa
bladensburg,maryland,united states,38.93928,-76.93386,9640,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
frenkendorf,basel landschaft,switzerland,47.50686,7.71648,6180,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
romans,auvergne rhone alpes,france,46.1198,5.02486,577,,136,lyon-saint etienne-villeurbanne auvergne rhone alpes msa
rijkevoort,noord brabant,netherlands,51.6572,5.8827,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
shenton park,western australia,australia,-31.95575,115.79807,4507,,139,perth-rockingham western australia msa
rialto,leinster,ireland,53.33625,-6.29718,3652,Riverside-San Bernardino-Ontario CA MSA,77,dublin-tallaght leinster msa
noci,apulia,italy,40.79356,17.12681,15383,,145,bari-andria-barletta puglia-apulia msa
dottikon,aargau,switzerland,47.38437,8.23981,3125,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
mardyck,hauts de france,france,51.0194,2.2506,317,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
marcy,new york,united states,43.1732,-75.2662,9465,Utica-Rome NY MSA,149,syracuse-utica-clay new york msa
neratovice,central bohemia,czechia,50.25926,14.51759,16427,,150,prague-kladno hlavni mesto praha-central bohemia msa
beauharnois,quebec,canada,45.31341,-73.8725,11918,,50,montreal-laval-longueuil quebec msa
vicar,andalusia,spain,36.83155,-2.64273,22853,,152,roquetas de mar andalusia msa
bramley,england,united kingdom,51.32677,-1.05938,4233,,18,london-manchester-birstall england-manchester-leicester msa
crescent springs,kentucky,united states,39.05145,-84.58161,4010,,153,cincinnati-dayton-hamilton ohio msa
neckartenzlingen,baden wurttemberg,germany,48.58981,9.23478,6308,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
ecorse,michigan,united states,42.24448,-83.14576,9257,Detroit-Warren-Livonia MI MSA,157,detroit-windsor-warren michigan-ontario msa
colegiales,buenos aires f d,argentina,-34.57365,-58.44924,57000,,158,buenos aires-lanus-florencio varela buenos aires f d-buenos aires msa
loudwater,england,united kingdom,51.6,-0.7,4170,,18,london-manchester-birstall england-manchester-leicester msa
jurong,jiangsu,china,31.9579,119.1595,617706,,163,jurong jiangsu msa
saint sulpice de pommeray,centre,france,47.6,1.26667,1962,,164,orleans-blois centre msa
couillet,wallonia,belgium,50.39139,4.45908,11365,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
barr,grand est,france,48.40755,7.44873,6343,,166,strasbourg-saarbrucken-offenburg grand est-saarland-baden wurttemberg msa
west henrietta,new york,united states,43.04006,-77.66167,11691,Rochester NY MSA,167,rochester-irondequoit new york msa
wyton,east riding of yorkshire,united kingdom,53.7825,-0.2149,0,,169,kingston upon hull england msa
trooper,pennsylvania,united states,40.14983,-75.40185,5744,,0,new york city-brooklyn-queens new york msa
villa bosch,buenos aires,argentina,-34.5857,-58.577,0,,158,buenos aires-lanus-florencio varela buenos aires f d-buenos aires msa
saint jean cap ferrat,provence alpes cote d azur,france,43.68843,7.33361,2149,,179,nice-antibes-cannes provence alpes cote d azur msa
lota,queensland,australia,-27.46923,153.1858,3171,,122,brisbane-gold coast-logan city queensland msa
aguimes,canary islands,spain,27.90539,-15.44609,28924,,183,telde-san bartolome de tirajana canary islands msa
guanare,portuguesa,venezuela,9.04183,-69.74206,194688,,185,guanare portuguesa msa
hartley wintney,england,united kingdom,51.30379,-0.90019,4488,,18,london-manchester-birstall england-manchester-leicester msa
mahe,kerala,india,11.70172,75.53474,38183,,188,tellicherry kerala msa
westwego,louisiana,united states,29.90604,-90.1423,8542,New Orleans-Metairie-Kenner LA MSA,193,new orleans-metairie-kenner louisiana msa
akkrum,friesland,netherlands,53.05024,5.83087,3440,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
munkebo,south denmark,denmark,55.45553,10.55433,5536,,196,odense south denmark msa
wemeldinge,zeeland,netherlands,51.51833,3.99722,2855,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
north st paul,minnesota,united states,45.0137,-92.9995,12506,,199,minneapolis-st paul-saint paul minnesota msa
burford,england,united kingdom,51.80915,-1.63628,1184,,18,london-manchester-birstall england-manchester-leicester msa
castilleja de la cuesta,andalusia,spain,37.38594,-6.05258,17150,,93,sevilla-dos hermanas-alcala de guadaira andalusia msa
yehud,central district,israel,32.03317,34.89091,25600,,201,tel aviv yafo-tel aviv-petah tiqva tel aviv-central district msa
kvistgard,capital region,denmark,55.99348,12.50446,1127,,107,copenhagen-frederiksberg capital region msa
st peters,south australia,australia,-34.90498,138.62255,3119,,205,adelaide-adelaide hills south australia msa
herwijnen,gelderland,netherlands,51.82667,5.12917,2305,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
glenmoore,pennsylvania,united states,40.0868,-75.7819,0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
auburn,new hampshire,united states,43.00453,-71.3484,5089,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
requinoa,libertador general bernardo o higgins,chile,-34.2833,-70.8333,0,,4,rancagua o higgins region msa
capenhurst,england,united kingdom,53.2574,-2.95116,380,,18,london-manchester-birstall england-manchester-leicester msa
fair lakes,virginia,united states,38.853,-77.3885,8399,,0,new york city-brooklyn-queens new york msa
belville,north carolina,united states,34.23073,-77.96582,1936,,213,wilmington north carolina msa
tamm,baden wurttemberg,germany,48.91988,9.11556,12129,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
littau,lucerne,switzerland,47.05,8.26274,16121,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
gumi,gyeongsangbuk do,south korea,36.1136,128.336,427770,,216,gumi gyeongsangbuk do msa
tossa de mar,catalonia,spain,41.71667,2.93333,5001,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
defence colony,uttarakhand,india,30.2798,78.0545,0,,222,dehra dun uttarakhand msa
kitgum,northern region,uganda,3.27833,32.88667,56891,,225,kitgum northern region msa
le meux,hauts de france,france,49.36718,2.74374,1860,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
townsend,massachusetts,united states,42.66676,-71.70507,1128,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
zamora,michoacan,mexico,19.9855,-102.28387,141627,,227,zamora michoacan msa
gallardon,centre,france,48.52622,1.69307,3625,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
rungsted,hovedstaden,denmark,55.8693,12.5516,0,,107,copenhagen-frederiksberg capital region msa
sainte suzanne,reunion,reunion,-20.90616,55.60788,20530,,230,saint denis-saint paul reunion msa
jefferson hills,pennsylvania,united states,40.29118,-79.93199,11360,Pittsburgh PA MSA,231,pittsburgh pennsylvania msa
saint nicolas,wallonia,belgium,50.62837,5.53243,22586,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
belas,lisbon,portugal,38.7767,-9.26353,21019,,46,lisbon-sintra-amadora lisbon-lisboa msa
ortuella,basque country,spain,43.31113,-3.05617,8360,,234,bilbao-barakaldo-getxo basque country msa
grand,flanders,belgium,51.2,4.4667,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
grimaud,provence alpes cote d azur,france,43.27329,6.52171,4122,,238,frejus provence alpes cote d azur msa
dommelen,north brabant,netherlands,51.34624,5.43394,1220,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
mission bay,auckland,new zealand,-36.85472,174.83167,4341,,111,auckland-manukau city-north shore auckland msa
muntendam,groningen,netherlands,53.1336,6.8686,4748,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
oost souburg,zeeland,netherlands,51.4636,3.6008,541,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
california polytechnic state university,california,united states,35.3053,-120.6655,0,,239,santa maria california msa
martelli,abruzzo,italy,42.36003,14.26864,26,,134,pescara abruzzo msa
seatac,washington,united states,47.44846,-122.29217,28215,,242,seattle-tacoma-bellevue washington msa
montplaisir,flanders,belgium,50.7123,4.1192,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
kauniainen,uusimaa,finland,60.21209,24.72756,8688,,243,helsinki uusimaa msa
nijeveen,drenthe,netherlands,52.7328,6.1675,2860,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
griffin,queensland,australia,-27.27149,153.03942,6703,Atlanta-Sandy Springs-Marietta GA MSA,122,brisbane-gold coast-logan city queensland msa
gondar,amhara,ethiopia,12.6,37.46667,153914,,244,gonder-gondar amara-amhara msa
crozon,brittany,france,48.24643,-4.48993,8123,,248,brest brittany msa
lassigny,hauts de france,france,49.58828,2.84289,1317,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
hornbæk,capital region,denmark,56.09027,12.45693,5334,,107,copenhagen-frederiksberg capital region msa
bonao,monsenor nouel,dominican republic,18.93687,-70.40923,73269,,255,bonao monsenor nouel msa
gardone riviera,lombardy,italy,45.62396,10.56682,2059,,22,milan-verona-padova lombardy-veneto msa
china grove,north carolina,united states,35.56931,-80.58173,4182,NC NONMETROPOLITAN AREA,257,concord north carolina msa
oppenweiler,baden wurttemberg,germany,48.9827,9.4585,4295,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
north acton,ealing,united kingdom,51.528,-0.2577,0,,18,london-manchester-birstall england-manchester-leicester msa
kalemie,tanganyika,democratic republic of the congo,-5.94749,29.19471,146974,,261,kalemie tanganyika msa
schwaig,bavaria,germany,49.46955,11.20064,8340,,21,nuremberg-nurnberg-furth bavaria msa
hamilton college,new york,united states,43.0527,-75.4077,0,,149,syracuse-utica-clay new york msa
corte franca,lombardy,italy,45.62998,9.98846,6282,,22,milan-verona-padova lombardy-veneto msa
malonne,wallonia,belgium,50.43969,4.79562,5467,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
cavallino,apulia,italy,40.3102,18.20221,7959,,263,lecce apulia msa
ardsley,new york,united states,41.01065,-73.84375,4638,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
pacheco,california,united states,37.98353,-122.07524,3685,,264,san jose-san francisco-oakland california msa
ga rankuwa,north west,south africa,-25.61692,27.99471,90945,,265,ga rankuwa north west msa
pleasant hills,pennsylvania,united states,40.33563,-79.96061,8252,,231,pittsburgh pennsylvania msa
l air,wallonia,belgium,50.6114,4.0573,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
asnæs,zealand,denmark,55.81229,11.50129,3028,,107,copenhagen-frederiksberg capital region msa
hooglanderveen,utrecht,netherlands,52.1889,5.4292,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
kirke hvalsø,zealand,denmark,55.5917,11.86253,4086,,107,copenhagen-frederiksberg capital region msa
march arb,california,united states,33.8888,-117.2776,989,Riverside-San Bernardino-Ontario CA MSA,133,los angeles-long beach-anaheim california msa
mex,valais,switzerland,46.18548,7.00004,538,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
casier,veneto,italy,45.64229,12.29328,3508,,22,milan-verona-padova lombardy-veneto msa
derwood,maryland,united states,39.11733,-77.16109,2381,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
vallirana,catalonia,spain,41.38676,1.93205,14066,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
howick,auckland,new zealand,-36.89359,174.93174,11067,,111,auckland-manukau city-north shore auckland msa
castle donnington,leicestershire,united kingdom,52.8444,-1.3377,6416,,18,london-manchester-birstall england-manchester-leicester msa
rockford,minnesota,united states,45.0883,-93.73441,4358,Minneapolis-St. Paul-Bloomington MN-WI MSA,199,minneapolis-st paul-saint paul minnesota msa
annandale,new south wales,australia,-33.88333,151.16667,9259,,12,sydney new south wales msa
new brighton,canterbury,new zealand,-43.51667,172.73333,6180,,275,christchurch canterbury msa
frasnes lez gosselies,wallonia,belgium,50.53838,4.45232,3356,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
oak ridge,north carolina,united states,36.17347,-79.98893,6671,Greensboro-High Point NC MSA,276,high point north carolina msa
weldon spring,missouri,united states,38.71339,-90.68929,5575,,17,st louis-o fallon-st charles missouri msa
yennora,new south wales,australia,-33.86173,150.96865,1608,,12,sydney new south wales msa
oudenhoorn,zuid holland,netherlands,51.8269,4.1917,1530,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
pleasant ridge,michigan,united states,42.47115,-83.14215,2556,Detroit-Warren-Livonia MI MSA,157,detroit-windsor-warren michigan-ontario msa
le noirmont,jura,switzerland,47.22464,6.95784,1617,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
neptune city,new jersey,united states,40.20011,-74.02792,4803,,0,new york city-brooklyn-queens new york msa
yeosu,jeollanam do,south korea,34.76062,127.66215,295538,,288,yeosu jeollanam do msa
regents park,queensland,australia,-27.67664,153.04165,10943,,122,brisbane-gold coast-logan city queensland msa
modrice,south moravian,czechia,49.11928,16.60446,3866,,290,brno south moravian msa
yeadon,england,united kingdom,53.86437,-1.68743,37379,,18,london-manchester-birstall england-manchester-leicester msa
haskovo,haskovo,bulgaria,41.93415,25.55557,79699,,292,haskovo haskovo msa
ashtead,england,united kingdom,51.30873,-0.29972,13494,,18,london-manchester-birstall england-manchester-leicester msa
bosschenhoofd,north brabant,netherlands,51.56083,4.54028,1925,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
lauwersoog,groningen,netherlands,53.40468,6.21418,130,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
university village,utah,united states,40.7527,-111.8347,0,,294,salt lake city-west valley city-provo utah msa
lake barrington,illinois,united states,42.21252,-88.15258,4973,,295,chicago-milwaukee-aurora illinois-wisconsin msa
limay,central luzon,philippines,14.56194,120.59833,52824,,298,balanga-limay central luzon msa
warren afb,wyoming,united states,41.1488,-104.8618,2456,Cheyenne WY MSA,299,cheyenne wyoming msa
łaziska gorne,silesia,poland,50.14952,18.84215,21983,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
creon,nouvelle aquitaine,france,44.77456,-0.34817,3139,,301,bordeaux-merignac-pessac nouvelle aquitaine msa
bollene,provence alpes cote d azur,france,44.28124,4.74891,14703,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
spakenburg,utrecht,netherlands,52.25,5.36667,4375,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
denbigh,wales,united kingdom,53.18333,-3.41667,8514,,18,london-manchester-birstall england-manchester-leicester msa
saint nom la breteche,ile de france,france,48.85942,2.02233,4828,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
smethwick,sandwell,united kingdom,52.4928,-1.9682,14146,,18,london-manchester-birstall england-manchester-leicester msa
jacmel,sud est,haiti,18.23427,-72.53539,137966,,308,jacmel sud est msa
eygelshoven,limburg,netherlands,50.8925,6.0592,5954,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
levico terme,trentino alto adige,italy,46.01217,11.30427,6171,,310,trento trentino alto adige msa
bridgeport,pennsylvania,united states,40.10511,-75.34518,4564,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
pepperdine university,california,united states,34.0423,-118.7092,0,,133,los angeles-long beach-anaheim california msa
casirate d adda,lombardy,italy,45.49535,9.56932,3543,,22,milan-verona-padova lombardy-veneto msa
hewlett,new york,united states,40.64316,-73.69569,6819,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
bellbrook,ohio,united states,39.63562,-84.07077,7053,Dayton OH MSA,153,cincinnati-dayton-hamilton ohio msa
rathmines,new south wales,australia,-33.03773,151.58443,1836,,318,newcastle-maitland new south wales msa
union gap,washington,united states,46.55735,-120.47506,6037,,322,yakima washington msa
avintes,porto,portugal,41.10711,-8.55131,11577,,323,porto-vila nova de gaia-felgueiras porto msa
alden,new york,united states,42.90006,-78.49197,2589,Buffalo-Niagara Falls NY MSA,324,buffalo-st catharines-amherst new york-ontario msa
upper merion,pennsylvania,united states,40.0902,-75.3791,30260,,0,new york city-brooklyn-queens new york msa
gits,flanders,belgium,50.99687,3.09564,4127,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
cassa de la selva,catalonia,spain,41.88784,2.87524,8504,,326,girona catalonia msa
cherepovets,vologda,russia,59.13333,37.9,315738,,329,cherepovets vologda msa
olyphant,pennsylvania,united states,41.46841,-75.60297,5111,Scranton--Wilkes-Barre PA MSA,330,scranton pennsylvania msa
middle village,new york,united states,40.71649,-73.88125,29491,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
bruino,piedmont,italy,45.01506,7.47754,8070,,331,turin piedmont msa
versoix,geneva,switzerland,46.28382,6.16214,11467,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
thillois,grand est,france,49.25619,3.95404,231,,125,reims grand est msa
oroszlany,komarom esztergom,hungary,47.48671,18.31225,20271,,334,tatabanya komarom esztergom msa
center city,pennsylvania,united states,39.9512,-75.15923,57239,Minneapolis-St. Paul-Bloomington MN-WI MSA,0,new york city-brooklyn-queens new york msa
laxenburg,lower austria,austria,48.06833,16.35607,2828,,335,vienna vienna msa
plouguerneau,brittany,france,48.60676,-4.50638,5883,,248,brest brittany msa
aldgate,south australia,australia,-35.01667,138.73333,3276,,205,adelaide-adelaide hills south australia msa
vinkel,north brabant,netherlands,51.70583,5.4625,60,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
florida gulf coast university,florida,united states,26.4613,-81.7687,0,,344,cape coral-fort myers-bonita springs florida msa
cario,michoacan,mexico,19.3675,-102.04639,11,,345,uruapan michoacan msa
east hills,new york,united states,40.79371,-73.62707,7155,,0,new york city-brooklyn-queens new york msa
pilas,andalusia,spain,37.30337,-6.30097,13386,,93,sevilla-dos hermanas-alcala de guadaira andalusia msa
akarp,skane,sweden,55.65396,13.11107,5959,,348,lund skane msa
indianola,pennsylvania,united states,40.5695,-79.8637,0,Pittsburgh PA MSA,231,pittsburgh pennsylvania msa
st james,new york,united states,40.8761,-73.1521,13671,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
perry point,maryland,united states,39.5543,-76.0719,0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
pontes,provence alpes cote d azur,france,43.5843,5.3894,0,,47,marseille-toulon-aix en provence provence alpes cote d azur msa
waterfall,new south wales,australia,-34.13376,150.99292,480,,12,sydney new south wales msa
heelsum,gelderland,netherlands,51.98417,5.75833,3175,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
saltsjobaden,stockholm,sweden,59.28333,18.3,9477,,56,stockholm-uppsala-sollentuna stockholm-uppsala msa
taraz,zhambyl,kazakhstan,42.9,71.36667,358153,,353,taraz zhambyl msa
horta,catalonia,spain,41.43628,2.15725,26676,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
semecourt,grand est,france,49.1944,6.13742,898,,355,metz grand est msa
puyricard,provence alpes cote d azur,france,43.5804,5.4229,0,,47,marseille-toulon-aix en provence provence alpes cote d azur msa
chillicothe,illinois,united states,40.92226,-89.4862,6226,Peoria IL MSA,356,peoria illinois msa
manlius,new york,united states,43.00201,-75.97686,4630,Syracuse NY MSA,149,syracuse-utica-clay new york msa
drimmelen,north brabant,netherlands,51.70667,4.80417,450,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
green island,new york,united states,42.74424,-73.69151,2612,,53,albany-schenectady new york msa
terschuur,gelderland,netherlands,52.165,5.51667,1480,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
warrawong,new south wales,australia,-34.485,150.88833,4757,,357,wollongong new south wales msa
cabra,leinster,ireland,53.36694,-6.29444,4389,,77,dublin-tallaght leinster msa
sacred heart university,connecticut,united states,41.2215,-73.2442,0,,0,new york city-brooklyn-queens new york msa
bolling,north rhine westphalia,germany,51.2929,7.5596,0,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
lyneham,australian capital territory,australia,-35.2398,149.13074,5085,,362,canberra australian capital territory msa
barchon,wallonia,belgium,50.66894,5.7001,1177,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
bleskensgraaf,south holland,netherlands,51.8725,4.78333,2800,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
cottondale,alabama,united states,33.1922,-87.4544,3136,Tuscaloosa AL MSA,363,tuscaloosa alabama msa
salvaleon de higuey,la altagracia,dominican republic,18.61501,-68.70798,123787,,364,salvaleon de higuey la altagracia msa
graneros,o higgins region,chile,-34.06863,-70.72747,23301,,4,rancagua o higgins region msa
marnes la coquette,ile de france,france,48.82732,2.17151,1595,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
coplay,pennsylvania,united states,40.6701,-75.49546,3229,Allentown-Bethlehem-Easton PA-NJ MSA,0,new york city-brooklyn-queens new york msa
geesteren,gelderland,netherlands,52.13917,6.52639,555,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
l escala,catalonia,spain,42.12562,3.13261,10417,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
jesmond,new south wales,australia,-32.90275,151.69072,3100,,318,newcastle-maitland new south wales msa
town hall,massachusetts,united states,42.0654,-70.8662,0,,79,boston-south boston-worcester massachusetts msa
north salem,new york,united states,41.333,-73.6042,5167,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
thompson,connecticut,united states,41.95871,-71.86257,9358,CT NONMETROPOLITAN AREA,79,boston-south boston-worcester massachusetts msa
schiphol,noord holland,netherlands,52.3,4.75,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
carabanchel,madrid,spain,40.39094,-3.7242,253678,,370,madrid-latina-carabanchel madrid msa
lynwood,western australia,australia,-32.04013,115.92888,3400,Los Angeles-Long Beach-Santa Ana CA MSA,139,perth-rockingham western australia msa
high blantyre,scotland,united kingdom,55.78438,-4.10007,16739,,10,glasgow-edinburgh-dundee scotland msa
barrio norte,ciudad de mexico,mexico,19.35,-99.2,0,,376,estado de mexico-mexico city-iztapalapa mexico-mexico city msa
luttelgeest,flevoland,netherlands,52.7431,5.8525,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
conchali,region metropolitana,chile,-33.35,-70.6167,0,,39,santiago-santiago-puente alto region metropolitana-santiago metropolitan msa
trotwood,ohio,united states,39.79728,-84.31133,24096,,153,cincinnati-dayton-hamilton ohio msa
soumagne,wallonia,belgium,50.61385,5.74679,15237,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
