city,state,country,latitude,longitude,population
st james,new york,united states,40.8761,-73.1521,13671
althofen,carinthia,austria,46.87298,14.47449,3531
perry point,maryland,united states,39.5543,-76.0719,0
pontes,provence alpes cote d azur,france,43.5843,5.3894,0
monticello,kentucky,united states,36.82979,-84.84911,6090
waterfall,new south wales,australia,-34.13376,150.99292,480
heelsum,gelderland,netherlands,51.98417,5.75833,3175
hot springs,south dakota,united states,43.43165,-103.47436,3532
saltsjobaden,stockholm,sweden,59.28333,18.3,9477
taraz,zhambyl,kazakhstan,42.9,71.36667,358153
horta,catalonia,spain,41.43628,2.15725,26676
linville,north carolina,united states,36.0675,-81.8714,0
semecourt,grand est,france,49.1944,6.13742,898
puyricard,provence alpes cote d azur,france,43.5804,5.4229,0
chillicothe,illinois,united states,40.92226,-89.4862,6226
manlius,new york,united states,43.00201,-75.97686,4630
drimmelen,north brabant,netherlands,51.70667,4.80417,450
green island,new york,united states,42.74424,-73.69151,2612
terschuur,gelderland,netherlands,52.165,5.51667,1480
warrawong,new south wales,australia,-34.485,150.88833,4757
pine grove,pennsylvania,united states,40.54842,-76.38468,2142
cabra,leinster,ireland,53.36694,-6.29444,4389
sacred heart university,connecticut,united states,41.2215,-73.2442,0
tarm,central jutland,denmark,55.90861,8.53041,4016
bolling,north rhine westphalia,germany,51.2929,7.5596,0
magaliesburg,gauteng,south africa,-26.0,27.5458,0
ban khao lak,phang nga,thailand,8.61501,98.23994,1700
lyneham,australian capital territory,australia,-35.2398,149.13074,5085
barchon,wallonia,belgium,50.66894,5.7001,1177
bleskensgraaf,south holland,netherlands,51.8725,4.78333,2800
cottondale,alabama,united states,33.1922,-87.4544,3136
salvaleon de higuey,la altagracia,dominican republic,18.61501,-68.70798,123787
beaver creek,montana,united states,48.55444,-109.79215,271
graneros,o higgins region,chile,-34.06863,-70.72747,23301
marnes la coquette,ile de france,france,48.82732,2.17151,1595
laredo,cantabria,spain,43.4098,-3.41613,12591
coplay,pennsylvania,united states,40.6701,-75.49546,3229
geesteren,gelderland,netherlands,52.13917,6.52639,555
l escala,catalonia,spain,42.12562,3.13261,10417
ramsey,ramsey,isle of man,54.32273,-4.38526,7309
jesmond,new south wales,australia,-32.90275,151.69072,3100
town hall,massachusetts,united states,42.0654,-70.8662,0
north salem,new york,united states,41.333,-73.6042,5167
boxholm,ostergotland,sweden,58.19719,15.05376,3269
charlottenberg,varmland,sweden,59.88422,12.30398,2368
thompson,connecticut,united states,41.95871,-71.86257,9358
schiphol,noord holland,netherlands,52.3,4.75,0
carabanchel,madrid,spain,40.39094,-3.7242,253678
ville platte,louisiana,united states,30.68797,-92.27152,7264
malkara,tekirdag,turkey,40.89,26.90111,27427
lynwood,western australia,australia,-32.04013,115.92888,3400
rostrenen,brittany,france,48.23618,-3.31724,4011
dubois,wyoming,united states,43.53357,-109.63043,987
serpa,beja,portugal,37.94581,-7.59754,6586
high blantyre,scotland,united kingdom,55.78438,-4.10007,16739
barrio norte,ciudad de mexico,mexico,19.35,-99.2,0
luttelgeest,flevoland,netherlands,52.7431,5.8525,0
walker,minnesota,united states,47.10135,-94.58722,928
conchali,region metropolitana,chile,-33.35,-70.6167,0
trotwood,ohio,united states,39.79728,-84.31133,24096
miami,arizona,united states,33.39922,-110.86872,1783
soumagne,wallonia,belgium,50.61385,5.74679,15237
rosemary beach,florida,united states,30.28,-86.0161,0
girdwood,alaska,united states,60.9425,-149.16639,2250
siena college,new york,united states,42.719,-73.75,0
meeker,colorado,united states,40.03747,-107.91313,2362
new hampton,iowa,united states,43.05914,-92.31768,3452
taplow,buckinghamshire,united kingdom,51.531,-0.687,1669
froyennes,wallonia,belgium,50.62185,3.35456,2075
seadrift,texas,united states,28.41528,-96.71359,1474
margaux,nouvelle aquitaine,france,45.04144,-0.67652,1455
sussex,new jersey,united states,41.20982,-74.60766,2043
montreat,north carolina,united states,35.64428,-82.3029,723
benodet,brittany,france,47.87531,-4.1058,2898
headingley,england,united kingdom,53.82205,-1.5782,300
skutskar,uppsala,sweden,60.62507,17.41552,6279
rutherglen,scotland,united kingdom,55.82885,-4.21376,31180
barbate,andalusia,spain,36.19237,-5.92186,22551
tuitjenhorn,noord holland,netherlands,52.7333,4.75,0
kewaunee,wisconsin,united states,44.45833,-87.50314,2876
dramaga,jawa barat,indonesia,-6.5722,106.7378,0
longbridge,birmingham,united kingdom,52.395,-1.979,25410
hoornaar,south holland,netherlands,51.87917,4.94722,440
nykøbing sjælland,zealand,denmark,55.92491,11.67109,5596
breuil cervinia,aosta valley,italy,45.93394,7.63178,753
agana,veneto,italy,45.99328,11.78265,122
woodmere,ohio,united states,41.46228,-81.48067,864
sabana grande,sabana grande,puerto rico,18.07774,-66.96045,8961
la bisbal d emporda,catalonia,spain,41.95,3.05,10385
la maddalena,sardinia,italy,41.21424,9.40833,10297
argentre du plessis,brittany,france,48.05697,-1.14601,4007
jackson,alabama,united states,31.50905,-87.89444,4967
weil der stadt,baden wurttemberg,germany,48.74953,8.87176,19338
fairlee,vermont,united states,43.90757,-72.14342,189
geyserville,california,united states,38.70769,-122.9025,862
hierden,gelderland,netherlands,52.3583,5.6758,0
majorstuen,oslo,norway,59.9288,10.7153,0
zona 179,basilicate,italy,41.00313,15.61868,2476
los alcazares,murcia,spain,37.74425,-0.85041,15674
peize,drenthe,netherlands,53.14667,6.49722,4295
madison,north carolina,united states,36.38542,-79.95949,2197
rognac,provence alpes cote d azur,france,43.48761,5.23387,12254
ledyard,connecticut,united states,41.43982,-72.01424,15212
estella,new south wales,australia,-35.07254,147.35748,2196
askersund,orebro,sweden,58.87988,14.9023,3997
lynbrook,victoria,australia,-38.05588,145.25615,8482
meeuwen,flanders,belgium,51.0991,5.52106,5668
nuwara eliya,central,sri lanka,6.97078,80.78286,27500
costa brava,baja california,mexico,30.7375,-116.04417,24
netphen,north rhine westphalia,germany,50.91667,8.1,25163
techiman,bono east,ghana,7.59054,-1.93947,69720
moody afb,georgia,united states,30.9715,-83.1954,1232
lexington,missouri,united states,39.18473,-93.87994,4598
korinthos,peloponnese,greece,37.94007,22.9513,30176
central park,washington,united states,46.97343,-123.69239,2685
castelo,espirito santo,brazil,-20.60361,-41.18472,20198
penestin,brittany,france,47.48151,-2.47558,1627
die,auvergne rhone alpes,france,44.7536,5.37033,4924
bouge,wallonia,belgium,50.47193,4.89218,4486
saint saturnin,pays de la loire,france,48.06461,0.16007,2281
legal,alberta,canada,53.9492,-113.595,1345
rocquencourt,ile de france,france,48.83783,2.10228,3389
achterveld,utrecht,netherlands,52.1361,5.4969,0
capurso,apulia,italy,41.04598,16.92168,13958
araure,portuguesa,venezuela,9.58144,-69.23851,181820
boyalık,istanbul,turkey,41.26337,28.63142,11835
paimio,southwest finland,finland,60.45671,22.68694,10126
correia pinto,santa catarina,brazil,-27.58472,-50.36111,13752
bevaix,neuchatel,switzerland,46.92958,6.8147,3866
slippery rock university,pennsylvania,united states,41.0647,-80.0419,2284
dubna,moscow oblast,russia,56.73333,37.16667,60604
kennington,victoria,australia,-36.77128,144.30298,5545
skodsborg,capital region,denmark,55.8225,12.57324,1244
wawa,niger,nigeria,9.90222,4.41917,10200
speculator,new york,united states,43.49729,-74.36181,314
cancale,brittany,france,48.6766,-1.85216,5751
osted,zealand,denmark,55.56228,11.95786,2172
vaderstad,ostergotland,sweden,58.31667,14.91667,573
woodville,south australia,australia,-34.877,138.54291,2915
strathmore,victoria,australia,-37.73563,144.92065,8227
welling,england,united kingdom,51.46246,0.10759,42500
solo,jawa tengah,indonesia,-7.7053,110.7989,0
bubikon,zurich,switzerland,47.26698,8.8179,2052
usingen,hesse,germany,50.33554,8.53688,13511
chevilly,centre,france,48.02973,1.87402,2510
montgomery,pennsylvania,united states,41.17036,-76.87691,1558
berry college,georgia,united states,34.291,-85.1878,0
jardim botanico,rio de janeiro,brazil,-22.9621,-43.2233,0
east boston,new york,united states,43.0834,-75.8174,0
spring hill,queensland,australia,-27.46141,153.02311,7213
cidade de deus,rio de janeiro,brazil,-22.9488,-43.3649,0
bras,provence alpes cote d azur,france,43.47163,5.95486,1888
riviera,piedmont,italy,44.28693,7.97832,22
serta,castelo branco,portugal,39.80205,-8.09589,5636
aurora,nebraska,united states,40.86723,-98.00422,4496
laarne,flanders,belgium,51.03078,3.85077,11600
stanmore,harrow,united kingdom,51.618,-0.314,23700
conneaut,ohio,united states,41.94756,-80.55424,12712
nastola,paijat hame,finland,60.95,25.93333,14911
ruswil,lucerne,switzerland,47.08425,8.12645,6432
rouvroy,hauts de france,france,50.39247,2.90396,9122
saint denis de gastines,pays de la loire,france,48.34205,-0.85763,1764
herzogenbuchsee,bern,switzerland,47.18795,7.7062,5522
samedan,grisons,switzerland,46.53399,9.87276,2700
gladwyne,pennsylvania,united states,40.0407,-75.2791,0
nordfjordeid,vestland,norway,61.9122,5.98557,2553
mount edgecombe,kwazulu natal,south africa,-29.721,31.05,0
rosario do sul,rio grande do sul,brazil,-30.25833,-54.91417,36721
rawdon,quebec,canada,46.05007,-73.71587,5188
contrexeville,grand est,france,48.18424,5.89572,4181
soreang,west java,indonesia,-7.03306,107.51833,150932
couva,couva tabaquite talparo,trinidad and tobago,10.42248,-61.46748,5178
bald head island,north carolina,united states,33.86184,-77.99443,171
gizycko,warmia masuria,poland,54.03811,21.76441,29972
hjallerup,north denmark,denmark,57.16466,10.14571,4192
institute,west virginia,united states,38.3798,-81.7661,0
insjon,dalarna,sweden,60.67688,15.09487,2141
saint christophe,occitanie,france,44.15169,2.04846,128
keuruu,central finland,finland,62.26667,24.7,10942
ingenio,canary islands,spain,27.91855,-15.43433,29319
kennedale,texas,united states,32.6468,-97.22585,7715
altham,lancashire,united kingdom,53.78,-2.34,1137
sugarcreek,ohio,united states,40.50312,-81.64096,2234
valbo,gavleborg,sweden,60.65,17.03333,7147
del city,oklahoma,united states,35.44201,-97.44087,22022
bagnacavallo,emilia romagna,italy,44.41402,11.97813,8550
skoghall,varmland,sweden,59.32324,13.46552,13605
baambrugge,utrecht,netherlands,52.24583,4.98889,1010
kaduwela,western,sri lanka,6.9339,79.982,0
mattituck,new york,united states,40.99121,-72.53425,4219
wiscasset,maine,united states,44.00286,-69.6656,1097
berkeley springs,west virginia,united states,39.6248,-78.22472,766
nanikon,zurich,switzerland,47.36975,8.68894,1560
oneida,new york,united states,43.09257,-75.65129,11134
upper saint clair,pennsylvania,united states,40.3359,-80.08339,19229
saint martin de belleville,auvergne rhone alpes,france,45.38175,6.50519,3203
podebrady,central bohemia,czechia,50.14242,15.11881,13128
essington,pennsylvania,united states,39.8621,-75.2971,0
east cleveland,ohio,united states,41.53311,-81.57901,17344
boves,piedmont,italy,44.32985,7.54733,7089
herenthout,flanders,belgium,51.1401,4.75572,3942
conde,paraiba,brazil,-7.25972,-34.9075,15859
whitianga,waikato,new zealand,-36.83333,175.7,6330
marina di carrara,tuscany,italy,44.03837,10.04142,25000
panheel,limburg,netherlands,51.17583,5.87361,215
fairview,new jersey,united states,40.8126,-73.99903,14451
kunovice,zlin,czechia,49.04499,17.47011,5148
irvington,new york,united states,41.03922,-73.86823,6607
simon s town,western cape,south africa,-34.1934,18.43585,6569
fuenterrabia,basque country,spain,43.3687,-1.7961,0
barrow,alaska,united states,71.29058,-156.78872,4384
bohus,vastra gotaland,sweden,57.85,12.0167,0
arta,arta,djibouti,11.52639,42.85194,6025
chatham,new york,united states,42.36425,-73.59484,1696
carmel,suffolk,guernsey,49.44,-2.5597,0
brock,north rhine westphalia,germany,51.8606,8.2303,0
caldera,lombardy,italy,45.13207,9.22648,32
stoke poges,england,united kingdom,51.54441,-0.5888,4204
lake forest park,washington,united states,47.75676,-122.28096,13243
handen,stockholm,sweden,59.16809,18.13796,11524
trenton,ohio,united states,39.48089,-84.45772,12281
rønde,central jutland,denmark,56.30145,10.47505,2213
cowes,isle of wight,united kingdom,50.7595,-1.3002,10405
alfta,gavleborg,sweden,61.34675,16.07499,2348
south paris,maine,united states,44.22368,-70.51339,2267
charallave,miranda,venezuela,10.24247,-66.85723,129182
pilar de la horadada,valencia,spain,37.86591,-0.79256,22050
fridolfing,bavaria,germany,47.99773,12.82628,4133
mozzate,lombardy,italy,45.67473,8.95644,8204
bodmin,cornwall,united kingdom,50.466,-4.718,14736
milmort,wallonia,belgium,50.69037,5.59323,2507
ghlin,wallonia,belgium,50.47313,3.90289,8485
hua hin,prachuap khiri khan,thailand,12.57065,99.95876,50456
kraainem,flanders,belgium,50.86155,4.46946,12815
san mateo atenco,mexico,mexico,19.26757,-99.53214,67890
central high,oklahoma,united states,34.62313,-98.08976,1184
cempaka,jawa tengah,indonesia,-7.1717,109.0775,0
roehampton,england,united kingdom,51.45165,-0.24393,16132
norway,maine,united states,44.21396,-70.54478,2748
birr,leinster,ireland,53.09139,-7.91333,5741
domat ems,graubunden,switzerland,46.8198,9.4545,8037
narva,ida virumaa,estonia,59.37722,28.19028,66980
busalla,liguria,italy,44.5706,8.94545,5216
green tree,pennsylvania,united states,40.41174,-80.04561,4968
white salmon,washington,united states,45.72762,-121.48646,2343
thorndale,pennsylvania,united states,39.99288,-75.74522,3407
east valley,nevada,united states,38.9434,-119.69923,1474
linden,flanders,belgium,50.89494,4.77027,5042
mogot,p yongbuk,north korea,39.9116,124.5394,0
mila,mila,algeria,36.45028,6.26444,68831
kowloon tong,alta verapaz,china,22.3331,114.1797,0
piano di sorrento,campania,italy,40.62806,14.41729,12317
mercerville,new jersey,united states,40.23705,-74.68655,13230
march,cambridgeshire,united kingdom,52.551,0.088,22298
blandford,new south wales,australia,-31.78495,150.89349,174
kotzebue,alaska,united states,66.89846,-162.59809,3277
edinburg,virginia,united states,38.82095,-78.56585,1069
el viso,andalusia,spain,38.48333,-4.95,2568
kirchheim,hesse,germany,50.83333,9.56667,3913
dussen,north brabant,netherlands,51.73083,4.9625,2528
st georges,delaware,united states,39.5577,-75.6533,767
alresford,england,united kingdom,51.85389,1.00203,2009
lahaska,pennsylvania,united states,40.3465,-75.0316,0
grand champ,brittany,france,47.75862,-2.84555,4528
ness ziona,central district,israel,31.92933,34.79868,50351
sunds,central jutland,denmark,56.20743,9.01386,3525
ascot vale,victoria,australia,-37.77988,144.92276,14587
manchester by the sea,massachusetts,united states,42.57787,-70.76894,5366
kingfisher,oklahoma,united states,35.86143,-97.93172,4865
goderich,western area,sierra leone,8.42756,-13.28598,19209
tulln,lower austria,austria,48.32829,16.05858,12421
orewa,auckland,new zealand,-36.56667,174.7,10242
cohoes,new york,united states,42.77424,-73.70012,16538
bottanuco,lombardy,italy,45.63931,9.50903,5121
dunajska streda,trnava,slovakia,47.99268,17.61211,22730
giyani,limpopo,south africa,-23.30246,30.71868,37024
chadwell heath,england,united kingdom,51.57121,0.13271,9598
cern,geneve,switzerland,46.2324,6.0502,0
hampden,maine,united states,44.74452,-68.83698,4343
palmares,pernambuco,brazil,-8.68333,-35.59167,41679
carrollton,ohio,united states,40.57284,-81.08565,3137
mitrovice,mitrovica,kosovo,42.88333,20.86667,107045
plumsteadville,pennsylvania,united states,40.38733,-75.14656,2637
alta,stockholm,sweden,59.26667,18.18333,9274
agrate,piedmont,italy,45.6754,8.56065,1035
nacozari de garcia,sonora,mexico,30.37489,-109.68898,11489
adlington,england,united kingdom,53.61323,-2.60676,7965
vannas,vasterbotten,sweden,63.90676,19.75712,4373
tommerup,south denmark,denmark,55.31952,10.20659,1558
leyton,england,united kingdom,51.55956,-0.00777,14184
hartlebury,england,united kingdom,52.33333,-2.23333,1525
pematang,banten,indonesia,-6.0255,105.9626,0
panuco,veracruz,mexico,22.05378,-98.18192,40754
far hills,new jersey,united states,40.68427,-74.63571,930
glenshaw,pennsylvania,united states,40.53285,-79.96755,8981
mook,limburg,netherlands,51.7525,5.88194,2715
ripley,mississippi,united states,34.72982,-88.95062,5357
atlanta,texas,united states,33.11374,-94.16435,5605
surahammar,vastmanland,sweden,59.70725,16.22188,6270
benson,england,united kingdom,51.62073,-1.10979,5802
riemst,flanders,belgium,50.80995,5.60131,15809
wentworthville,new south wales,australia,-33.80652,150.96785,11328
alhandra,lisbon,portugal,38.92732,-9.00864,7226
winslow,arizona,united states,35.02419,-110.69736,9600
meran,aosta valley,italy,45.71012,7.66705,141
spydeberg,viken,norway,59.61709,11.08559,3166
sainte croix,vaud,switzerland,46.82203,6.50283,4214
galleria,piedmont,italy,44.49001,8.11327,6
tinglev,south denmark,denmark,54.93788,9.25547,2721
lebowakgomo,limpopo,south africa,-24.2,29.5,33308
ashby,new south wales,australia,-29.4318,153.1929,323
leetsdale,pennsylvania,united states,40.56312,-80.20839,1199
traiskirchen,lower austria,austria,48.01485,16.29324,6608
porton,veneto,italy,45.5753,10.80126,31
kuala,lampung,indonesia,-5.4494,105.303,0
busan,busan,south korea,35.13333,129.05,3525913
pont aven,brittany,france,47.85536,-3.74799,3129
saint sauveur,quebec,canada,45.88686,-74.17943,9191
shaw,england,united kingdom,53.56667,-2.08333,1001
den oever,north holland,netherlands,52.93353,5.03079,2145
east grand rapids,michigan,united states,42.94114,-85.61003,11311
crystal palace,england,united kingdom,51.41934,-0.07854,12255
couzeix,nouvelle aquitaine,france,45.87645,1.23842,6942
nusantara,jawa barat,indonesia,-6.7619,108.5432,0
